,sent_id,corresToken,orig_label,predicted_tag
1695,5541,5,NN,^NN
1696,5541,6,yyDOT,^yyDOT
1697,5542,1,RB,^RB^RB
1698,5542,2,DTT,^DTT
1699,5542,3,NN,^NN^NN^NN
1700,5542,4,IN,^IN
1701,5542,5,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1702,5542,6,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
1703,5542,7,yyCLN,^yyCLN
1704,5542,8,NN,^NN^NN
1705,5542,9,NNT,^NNT
1706,5542,10,CD,^CD
1707,5542,11,NN,^NN^NN
1708,5542,12,IN^NN,^PREPOSITION^NNT^PREPOSITION^NNT
1709,5542,13,NNP,^NN^NN^NN
1710,5542,14,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
1711,5542,15,yyCM,^yyCM
1712,5542,16,NN,^IN^IN^IN^S_PRN
1713,5542,17,VB,^VB^VB^VB
1714,5542,18,IN,^IN
1715,5542,19,ADVERB^CD,^ADVERB^CD^ADVERB^CD
1716,5542,20,NN,^NN
1717,5542,21,CD,^CD
1718,5542,22,CD,^CD
1719,5542,23,NN,^NN
1720,5542,24,yyCM,^yyCM
1721,5542,25,VB,^VB^VB^VB
1722,5542,26,PREPOSITION^NN,^PREPOSITION^NN
1723,5542,27,POS,^POS
1724,5542,28,NN,^NN
1725,5542,29,RB,^RB
1726,5542,30,IN,^IN
1727,5542,31,REL^NN,^REL^NN^REL^NN^REL^NN
1728,5542,32,VB,^VB^VB
1729,5542,33,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD^PREPOSITION^CD
1730,5542,34,CD,^CD
1731,5542,35,NN,^NN
1732,5542,36,NN,^NN^NN^NN
1733,5542,37,POS,^POS
1734,5542,38,CD,^CD
1735,5542,39,NN,^NN
1736,5542,40,yyDOT,^yyDOT
1737,5543,1,NN,^NN^NN
1738,5543,2,IN^NN,^PREPOSITION^NNT^PREPOSITION^NNT
1739,5543,3,DEF^NN,^DEF^NNP^DEF^JJ^DEF^JJ
1740,5543,4,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
1741,5543,5,yyCM,^yyCM
1742,5543,6,REL^NN,^REL^PREPOSITION^NN^REL^PREPOSITION^NN^REL^PREPOSITION^NN^REL^PREPOSITION^NN
1743,5543,7,VB,^VB^VB^VB
1744,5543,8,CD,^CD
1745,5543,9,CD,^CD
1746,5543,10,NN,^NN
1747,5543,11,yyCM,^yyCM
1748,5543,12,BN,^BN^BN^BN^BN
1749,5543,13,RB,^RB
1750,5543,14,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD^PREPOSITION^CD
1751,5543,15,CD,^CD
1752,5543,16,NN,^NN
1753,5543,17,yyCM,^yyCM
1754,5543,18,CONJ^RB,^CONJ^RB^CONJ^RB
1755,5543,19,RB,^RB
1756,5543,20,VB,^VB^VB^VB
1757,5543,21,IN^S_PRN,^IN^S_PRN
1758,5543,22,NN,^NN^NN
1759,5543,23,yyDOT,^yyDOT
1760,5544,1,NNT,^NNT^NNT
1761,5544,2,NN,^NN^NN
1762,5544,3,PREPOSITION^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
1763,5544,4,REL^BN,^REL^BN^REL^BN^REL^BN
1764,5544,5,PREPOSITION^JJ,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
1765,5544,6,yyCM,^yyCM
1766,5544,7,REL^NN,^REL^PREPOSITION^NN^REL^PREPOSITION^NN^REL^PREPOSITION^NN^REL^PREPOSITION^NN
1767,5544,8,VB,^VB^VB^VB
1768,5544,9,IN,^IN
1769,5544,10,ADVERB^CD,^ADVERB^CD^ADVERB^CD
1770,5544,11,NN,^NN
1771,5544,12,CD,^CD
1772,5544,13,CD,^CD
1773,5544,14,NN,^NN
1774,5544,15,yyCM,^yyCM
1775,5544,16,VB,^VB^VB^VB^VB
1776,5544,17,RB,^RB^RB
1777,5544,18,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD^PREPOSITION^CD
1778,5544,19,CD,^CD
1779,5544,20,NN,^NN
1780,5544,21,yyDOT,^yyDOT
1781,5545,1,NNT,^NNT
1782,5545,2,NNT,^NNT^NNT^NNT
1783,5545,3,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1784,5545,4,VB,^VB^VB^VB
1785,5545,5,DTT,^DTT^DTT^DTT
1786,5545,6,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
1787,5545,7,NNP,^NNP^NNP^NNP
1788,5545,8,PREPOSITION^NNT,^PREPOSITION^NNT
1789,5545,9,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1790,5545,10,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
1791,5545,11,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD^PREPOSITION^CD
1792,5545,12,CD,^CD
1793,5545,13,NN,^NN
1794,5545,14,yyDOT,^yyDOT
1795,5546,1,DEF^NN,^DEF^NN^DEF^NN
1796,5546,2,BN,^BN^BN^BN
1797,5546,3,IN,^IN
1798,5546,4,NN,^NN
1799,5546,5,JJ,^JJ^JJ
1800,5546,6,JJ,^JJ
1801,5546,7,POS,^POS
1802,5546,8,CD,^CD^CD^CD
1803,5546,9,NN,^NN^NN^NN
1804,5546,10,yyDOT,^yyDOT
1805,5547,1,PRP,^PRP
1806,5547,2,COP,^COP
1807,5547,3,JJ,^JJ^JJ^JJ
1808,5547,4,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
1809,5547,5,NNP,^NNP^NNP^NNP^NNP
1810,5547,6,yyCM,^yyCM
1811,5547,7,REL^CD,^REL^CD^REL^CD
1812,5547,8,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
1813,5547,9,yyCM,^yyCM
1814,5547,10,NNP,^NNP^NNP^NNP
1815,5547,11,NNP,^NNP^NNP^NNP^NNP
1816,5547,12,yyCM,^yyCM
1817,5547,13,VB,^VB^VB
1818,5547,14,AT,^AT
1819,5547,15,NN,^NN^NN
1820,5547,16,yyLRB,^yyLRB
1821,5547,17,CD,^CD
1822,5547,18,NN,^NN
1823,5547,19,yyRRB,^yyRRB
1824,5547,20,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
1825,5547,21,yyDOT,^yyDOT
1826,5548,1,NNT,^NNT^NNT^NNT
1827,5548,2,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1828,5548,3,VB,^VB^VB^VB
1829,5548,4,AT,^AT
1830,5548,5,NNT,^NNT^NNT
1831,5548,6,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1832,5548,7,IN,^IN
1833,5548,8,NNT,^NNT
1834,5548,9,NN,^NN^NN
1835,5548,10,POS,^POS
1836,5548,11,CD,^CD
1837,5548,12,NN,^NN
1838,5548,13,yyDOT,^yyDOT
1839,5549,1,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
1840,5549,2,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1841,5549,3,NNP,^NNP^NNP^NNP
1842,5549,4,yyCM,^yyCM
1843,5549,5,REL^BN,^REL^BN^REL^BN^REL^BN
1844,5549,6,AT,^AT
1845,5549,7,DTT,^DTT
1846,5549,8,CDT,^CDT^CDT
1847,5549,9,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1848,5549,10,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
1849,5549,11,yyCM,^yyCM
1850,5549,12,EX,^EX
1851,5549,13,NN,^NN^NN
1852,5549,14,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN
1853,5549,15,CONJ^NNT,^CONJ^NNT^CONJ^NNT
1854,5549,16,yyCM,^yyCM
1855,5549,17,IN,^IN
1856,5549,18,NN,^NN^NN^NN
1857,5549,19,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD^PREPOSITION^CD
1858,5549,20,NN,^NN
1859,5549,21,JJ,^JJ
1860,5549,22,yyDOT,^yyDOT
1861,5550,1,IN,^IN
1862,5550,2,ADVERB^NN,^ADVERB^NN^ADVERB^NN^ADVERB^NN^ADVERB^NN
1863,5550,3,VB,^VB^VB^VB
1864,5550,4,NNT,^NNT^NNT^NNT
1865,5550,5,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1866,5550,6,NNT,^NNT^NNT
1867,5550,7,NN,^NN^NN^NN^NN
1868,5550,8,JJ,^JJ
1869,5550,9,yyCM,^yyCM
1870,5550,10,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN
1871,5550,11,VB,^VB^VB^VB
1872,5550,12,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
1873,5550,13,DEF^NN,^DEF^NN
1874,5550,14,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
1875,5550,15,NNP,^NNP
1876,5550,16,yyDASH,^yyDASH
1877,5550,17,NNP,^NNP
1878,5550,18,yyDASH,^yyDASH
1879,5550,19,NNP,^NNP
1880,5550,20,AT,^AT
1881,5550,21,NN,^NN^NN
1882,5550,22,PREPOSITION^NN,^PREPOSITION^NNT^PREPOSITION^NNT
1883,5550,23,NNT,^NNP
1884,5550,24,yyDASH,^yyDASH
1885,5550,25,NNP,^NNP
1886,5550,26,NNT,^NNT^NNT
1887,5550,27,NNP,^NNP^NNP^NNP
1888,5550,28,PREPOSITION^NNT,^PREPOSITION^NNT
1889,5550,29,yyDASH,^yyDASH
1890,5550,30,NN,^NN
1891,5550,31,yyCM,^yyCM
1892,5550,32,RB,^RB
1893,5550,33,RB,^RB
1894,5550,34,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD^PREPOSITION^CD
1895,5550,35,CD,^CD
1896,5550,36,NN,^NN
1897,5550,37,yyDOT,^yyDOT
1898,5551,1,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1899,5551,2,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ
1900,5551,3,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
1901,5551,4,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
1902,5551,5,PRP,^PRP
1903,5551,6,VB,^VB
1904,5551,7,IN^RB^CD,^IN^RB^CD^IN^RB^CD^IN^RB^CD^IN^RB^CD^ADVERB^CD
1905,5551,8,NN,^NN
1906,5551,9,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
1907,5551,10,yyDOT,^yyDOT
1908,5552,1,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1909,5552,2,yyCM,^yyCM
1910,5552,3,REL^BN,^REL^BN^REL^BN^REL^BN^REL^BN
1911,5552,4,IN,^IN
1912,5552,5,NN,^NN
1913,5552,6,POS,^POS
1914,5552,7,CD,^CD
1915,5552,8,NN,^NN^NN^NN
1916,5552,9,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
1917,5552,10,JJ,^JJ^JJ^JJ
1918,5552,11,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
1919,5552,12,CONJ^RB,^CONJ^RB
1920,5552,13,CD,^CD
1921,5552,14,NN,^NN^NN^NN
1922,5552,15,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
1923,5552,16,NN,^NN^NN
1924,5552,17,JJ,^JJ
1925,5552,18,yyCM,^yyCM
1926,5552,19,VB,^VB^VB^VB^VB
1927,5552,20,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
1928,5552,21,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1929,5552,22,NNP,^NNP
1930,5552,23,NN,^NNP^NNP
1931,5552,24,yyDOT,^yyDOT
1932,5553,1,NNP,^NNT
1933,5553,2,NN,^NN^NN
1934,5553,3,VB,^VB^VB^VB^VB
1935,5553,4,VB,^VB^VB^VB
1936,5553,5,NNT,^NNT^NNT
1937,5553,6,NN,^NN^NN^NN
1938,5553,7,NN,^JJ
1939,5553,8,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
1940,5553,9,CD,^CD
1941,5553,10,CD,^CD
1942,5553,11,NN,^NN
1943,5553,12,yyCM,^yyCM
1944,5553,13,JJ,^JJ^JJ
1945,5553,14,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
1946,5553,15,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1947,5553,16,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
1948,5553,17,yyDOT,^yyDOT
1949,5554,1,ZVL,^ZVL^ZVL^ZVL^ZVL^ZVL^ZVL
1950,5554,2,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
1951,5554,3,NNT,^NNT
1952,5554,4,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1953,5554,5,PREPOSITION^NN,^PREPOSITION^NNT^PREPOSITION^NNT
1954,5554,6,yyQUOT,^yyQUOT
1955,5554,7,NN,^NNP^NNP^NNP^NNP
1956,5554,8,NN,^NNP^NNP
1957,5554,9,yyQUOT,^yyQUOT
1958,5554,10,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
1959,5554,11,NN,^NN
1960,5554,12,yyCM,^yyCM
1961,5554,13,BN,^BN^BN^BN
1962,5554,14,VB,^VB^VB^VB
1963,5554,15,AT^S_PRN,^AT^S_PRN^AT^S_PRN
1964,5554,16,yyDOT,^yyDOT
1965,5555,1,BN,^BN
1966,5555,2,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN
1967,5555,3,JJ,^JJ^JJ^JJ
1968,5555,4,yyCM,^yyCM
1969,5555,5,REL^BN,^REL^BN
1970,5555,6,CD,^CD
1971,5555,7,NNT,^NNT
1972,5555,8,NN,^NN^NN^NN
1973,5555,9,PREPOSITION^RB,^RB^RB^RB
1974,5555,10,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
1975,5555,11,JJ,^JJ^JJ
1976,5555,12,JJ,^JJ
1977,5555,13,REL^BN,^REL^BN^REL^BN^REL^BN^REL^BN
1978,5555,14,NN,^NN^NN^NN
1979,5555,15,yyCM,^yyCM
1980,5555,16,TEMP^PREPOSITION^NN,^REL^PREPOSITION^NN^REL^PREPOSITION^NN^REL^PREPOSITION^NN^REL^PREPOSITION^NN
1981,5555,17,NN,^NN
1982,5555,18,JJ,^BN^BN
1983,5555,19,IN,^IN
1984,5555,20,NNT,^NNT^NNT^NNT
1985,5555,21,NN,^NN^NN
1986,5555,22,yyDOT,^yyDOT
1987,5556,1,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
1988,5556,2,NNP,^NNP^NNP
1989,5556,3,NNP,^NNP^NNP^NNP
1990,5556,4,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
1991,5556,5,NN,^NN
1992,5556,6,VB,^VB^VB^VB
1993,5556,7,CC,^CC
1994,5556,8,VB,^VB
1995,5556,9,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN
1996,5556,10,CD,^CD
1997,5556,11,NN,^NN
1998,5556,12,JJ,^JJ
1999,5556,13,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
2000,5556,14,PREPOSITION^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
2001,5556,15,yyCM,^yyCM
2002,5556,16,REL^NN,^REL^NN^REL^NN^REL^NN
2003,5556,17,BN,^BN^BN^BN
2004,5556,18,CONJ^BN,^CONJ^BN^CONJ^BN^CONJ^BN^CONJ^BN
2005,5556,19,yyDOT,^yyDOT
2006,5557,1,IN,^IN^IN^IN
2007,5557,2,DTT,^DTT
2008,5557,3,NN,^NN^NN
2009,5557,4,BN,^BN^BN^BN
2010,5557,5,RB,^RB^RB
2011,5557,6,CD,^CD
2012,5557,7,CD,^CD
2013,5557,8,NN,^NN
2014,5557,9,yyCM,^yyCM
2015,5557,10,IN,^IN
2016,5557,11,CD,^CD
2017,5557,12,CD,^CD
2018,5557,13,PREPOSITION^NN,^PREPOSITION^NN
2019,5557,14,REL^VB,^REL^VB^REL^VB^REL^VB
2020,5557,15,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
2021,5557,16,yyDOT,^yyDOT
2022,5558,1,NNP,^NNP^NNP
2023,5558,2,NNP,^NNP^NNP
2024,5558,3,yyCM,^yyCM
2025,5558,4,NN,^NN
2026,5558,5,POS,^POS
2027,5558,6,NNP,^NNP
2028,5558,7,yyCM,^yyCM
2029,5558,8,VB,^VB^VB^VB
2030,5558,9,AT,^AT
2031,5558,10,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
2032,5558,11,VB,^VB^VB^VB
2033,5558,12,NN,^NN^NN
2034,5558,13,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
2035,5558,14,yyDOT,^yyDOT
2036,5559,1,PRP,^PRP
2037,5559,2,CC,^CC
2038,5559,3,VB,^VB^VB
2039,5559,4,CD,^CD
2040,5559,5,CD,^CD
2041,5559,6,NN,^NN
2042,5559,7,PREPOSITION^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
2043,5559,8,yyCM,^yyCM
2044,5559,9,CC,^CC
2045,5559,10,VB,^VB^VB^VB^VB
2046,5559,11,yyDOT,^yyDOT
2047,5560,1,RB,^RB^RB^RB
2048,5560,2,COP,^COP
2049,5560,3,DTT,^DTT
2050,5560,4,NN,^NN^NN
2051,5560,5,JJ,^JJ
2052,5560,6,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
2053,5560,7,JJ,^JJ^JJ^JJ
2054,5560,8,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
2055,5560,9,NN,^NN
2056,5560,10,yyDOT,^yyDOT
2057,5561,1,NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
2058,5561,2,VB,^VB^VB
2059,5561,3,CC,^CC
2060,5561,4,IN,^IN
2061,5561,5,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
2062,5561,6,PREPOSITION^DEF^NN,^PREPOSITION^NN^PREPOSITION^NN
2063,5561,7,yyCM,^yyCM
2064,5561,8,VB,^VB^VB^VB
2065,5561,9,NN,^NN^NN
2066,5561,10,NNT,^NNT
2067,5561,11,CD,^CD
2068,5561,12,NN,^NN^NN
2069,5561,13,yyLRB,^yyLRB
2070,5561,14,CD,^CD
2071,5561,15,NN,^NN^NN^NN
2072,5561,16,yyRRB,^yyRRB
2073,5561,17,PREPOSITION^NN,^PREPOSITION^NNT^PREPOSITION^NNT
2074,5561,18,yyQUOT,^yyQUOT
2075,5561,19,NNP,^NNP^NNP^NNP
2076,5561,20,NNP,^NNP^NNP^NNP
2077,5561,21,yyQUOT,^yyQUOT
2078,5561,22,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
2079,5561,23,NN,^NN
2080,5561,24,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD^PREPOSITION^CD
2081,5561,25,CD,^CD
2082,5561,26,NN,^NN
2083,5561,27,yyDOT,^yyDOT
2084,5562,1,NN,^NN^NN
2085,5562,2,JJ,^JJ
2086,5562,3,POS,^POS
2087,5562,4,CD,^CD
2088,5562,5,NN,^NN^NN
2089,5562,6,yyLRB,^yyLRB
2090,5562,7,CD,^CD
2091,5562,8,NN,^NN^NN^NN
2092,5562,9,yyRRB,^yyRRB
2093,5562,10,PREPOSITION^NN,^PREPOSITION^NNT^PREPOSITION^NNT
2094,5562,11,yyQUOT,^yyQUOT
2095,5562,12,NNT,^BNT^BNT^BNT
2096,5562,13,NN,^NN
2097,5562,14,yyQUOT,^yyQUOT
2098,5562,15,yyCM,^yyCM
2099,5562,16,VB,^VB^VB^VB
2100,5562,17,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD^PREPOSITION^CD
2101,5562,18,CD,^CD
2102,5562,19,NN,^NN
2103,5562,20,yyDOT,^yyDOT
2104,5563,1,ZVL,^ZVL^ZVL^ZVL
2105,5563,2,NNT,^NNT
2106,5563,3,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
2107,5563,4,NNP,^NNP^NNP^NNP
2108,5563,5,NNP,^NNP^NNP^NNP^NNP
2109,5563,6,VB,^VB
2110,5563,7,VB,^VB^VB
2111,5563,8,NN,^NN^NN^NN^NN
2112,5563,9,IN,^IN
2113,5563,10,DTT,^DTT
2114,5563,11,NN,^NN^NN
2115,5563,12,yyCM,^yyCM
2116,5563,13,PREPOSITION^NN,^PREPOSITION^NN
2117,5563,14,VB,^VB^VB^VB
2118,5563,15,IN^S_PRN,^IN^S_PRN
2119,5563,16,AT,^AT
2120,5563,17,DEF^NN,^DEF^NN^DEF^NN
2121,5563,18,PREPOSITION^NN,^PREPOSITION^NNT^PREPOSITION^NNT
2122,5563,19,NNP,^NNP^NNP^NNP
2123,5563,20,CD,^CD
2124,5563,21,PREPOSITION^NNT,^PREPOSITION^NNT
2125,5563,22,yyDASH,^yyDASH
2126,5563,23,NN,^NN
2127,5563,24,yyCM,^yyCM
2128,5563,25,REL^VB,^REL^VB^REL^VB^REL^VB
2129,5563,26,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
2130,5563,27,DEF^JJ,^DEF^JJ
2131,5563,28,AT,^AT
2132,5563,29,NNT,^NNT
2133,5563,30,DEF^NNT,^DEF^NN^DEF^NN^DEF^NN
2134,5563,31,NNP,^NNP^NNP^NNP
2135,5563,32,yyCM,^yyCM
2136,5563,33,CONJ^VB,^CONJ^VB^CONJ^VB^CONJ^VB^CONJ^VB
2137,5563,34,CC,^IN
2138,5563,35,NN,^NN^NN
2139,5563,36,yyDOT,^yyDOT
2140,5564,1,NNT,^NNT
2141,5564,2,DEF^NN,^DEF^NN^DEF^NN
2142,5564,3,VB,^VB^VB^VB^VB^VB
2143,5564,4,VB,^VB^VB^VB
2144,5564,5,NNT,^NNT^NNT
2145,5564,6,NN,^NN^NN
2146,5564,7,POS,^POS
2147,5564,8,ADVERB^CD,^ADVERB^CD^ADVERB^CD^ADVERB^CD
2148,5564,9,NN,^NN
2149,5564,10,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
2150,5564,11,yyCM,^yyCM
2151,5564,12,RB,^RB
2152,5564,13,BN,^BN
2153,5564,14,NN,^NN^NN^NN^NN
2154,5564,15,yyCM,^yyCM
2155,5564,16,IN,^IN
2156,5564,17,DEF^NN,^DEF^NN^DEF^NN
2157,5564,18,REL^NN,^REL^NN^REL^NN^REL^NN
2158,5564,19,CD,^CD
2159,5564,20,NN,^NN^NN^NN
2160,5564,21,CC,^CC
2161,5564,22,CD,^CD
2162,5564,23,NN,^NN
2163,5564,24,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
2164,5564,25,yyDOT,^yyDOT
2165,5565,1,IN,^CC
2166,5565,2,REL^RB,^REL^RB
2167,5565,3,VB,^VB
2168,5565,4,VB,^VB^VB
2169,5565,5,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
2170,5565,6,VB,^VB
2171,5565,7,PREPOSITION^NNT,^PREPOSITION^NNT
2172,5565,8,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
2173,5565,9,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN
2174,5565,10,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
2175,5565,11,NN,^NN^NN^NN
2176,5565,12,yyDOT,^yyDOT
2177,5566,1,NNP,^NNP^NNP^NNP^NNP
2178,5566,2,yyCM,^yyCM
2179,5566,3,NN,^NN^NN
2180,5566,4,POS,^POS
2181,5566,5,NN,^NN
2182,5566,6,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
2183,5566,7,CONJ^NNT,^CONJ^NNT^CONJ^NNT^CONJ^NNT^CONJ^NNT
2184,5566,8,NNT,^NNT^NNT^NNT^NNT
2185,5566,9,NN,^NN^NN^NN
2186,5566,10,yyCM,^yyCM
2187,5566,11,DEF^BN,^REL^BN^REL^BN^REL^BN
2188,5566,12,PREPOSITION^PRP,^PREPOSITION^PRP
2189,5566,13,REL^NN,^REL^NN^REL^NN^REL^NN
2190,5566,14,POS,^POS
2191,5566,15,NN,^NNT
2192,5566,16,NNP,^NNP^NNP^NNP
2193,5566,17,VB,^VB^VB^VB
2194,5566,18,yyCM,^yyCM
2195,5566,19,MD,^MD^MD
2196,5566,20,VB,^VB^VB^VB
2197,5566,21,AT,^AT
2198,5566,22,NNT,^NNT^NNT
2199,5566,23,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
2200,5566,24,CONJ^VB,^CONJ^VB^CONJ^VB^CONJ^VB^CONJ^VB
2201,5566,25,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD^PREPOSITION^CD^PREPOSITION^CD
2202,5566,26,NN,^NN
2203,5566,27,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
2204,5566,28,yyDOT,^yyDOT
2205,5567,1,PRP,^PRP
2206,5567,2,VB,^VB^VB^VB
2207,5567,3,PREPOSITION^DEF^NN,^PREPOSITION^NN^PREPOSITION^NN
2208,5567,4,POS,^POS
2209,5567,5,NNP,^NNP^NNP^NNP^NNP
2210,5567,6,NNP,^NNP^NNP^NNP^NNP
2211,5567,7,yyCM,^yyCM
2212,5567,8,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2213,5567,9,NNP,^NNP^NNP^NNP
2214,5567,10,yyCM,^yyCM
2215,5567,11,VB,^VB^VB^VB
2216,5567,12,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2217,5567,13,NN,^NN^NN
2218,5567,14,POS,^POS
2219,5567,15,CD,^CD^CD^CD
2220,5567,16,NN,^NN
2221,5567,17,yyDOT,^yyDOT
2222,5568,1,NNP,^NNP^NNP
2223,5568,2,yyLRB,^yyLRB
2224,5568,3,NNP,^NNP^NNP^NNP
2225,5568,4,yyRRB,^yyRRB
2226,5568,5,yyDOT,^yyDOT
2227,5569,1,NNP,^NNP^NNP^NNP^NNP^NNP
2228,5569,2,VB,^VB^VB^VB^VB
2229,5569,3,CD,^CD
2230,5569,4,CD,^CD
2231,5569,5,AT,^AT
2232,5569,6,NNP,^NNP^NNP
2233,5569,7,CONJ^VB,^CONJ^VB^CONJ^VB^CONJ^VB
2234,5569,8,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN
2235,5569,9,DEF^JJ,^DEF^CD
2236,5569,10,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN
2237,5569,11,DEF^JJ,^DEF^JJ^DEF^JJ
2238,5569,12,IN,^IN
2239,5569,13,CD,^CD
2240,5569,14,NN,^NN^NN^NN
2241,5569,15,yyDOT,^yyDOT
