,sent_id,corresToken,orig_label,predicted_tag
1787,95,2,NNT,^VB^VB^VB
1788,95,3,NN,^NN^NN^NN
1789,95,4,PREPOSITION^NNP,^IN^IN^IN
1790,95,5,NNP,^NNP^NNP^NNP
1791,95,6,yyCM,^yyCM
1792,95,7,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
1793,95,8,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
1794,95,9,REL^VB,^REL^VB^REL^VB^REL^VB^REL^VB
1795,95,10,AT,^AT
1796,95,11,PRP,^PRP
1797,95,12,RB,^RB^RB^RB
1798,95,13,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
1799,95,14,JJ,^JJ^JJ^JJ
1800,95,15,yyCM,^yyCM
1801,95,16,VB,^VB^VB^VB
1802,95,17,IN^S_PRN,^IN^S_PRN
1803,95,18,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
1804,95,19,CDT,^CD
1805,95,20,DEF^BN,^REL^BN^REL^BN^REL^BN^REL^BN
1806,95,21,QW,^QW^QW
1807,95,22,MD,^MD
1808,95,23,NNP,^NNP^NNP^NNP^NNP
1809,95,24,VB,^VB^VB^VB
1810,95,25,AT,^AT
1811,95,26,NNT,^NNT^NNT^NNT
1812,95,27,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1813,95,28,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ
1814,95,29,yyCM,^yyCM
1815,95,30,yyQUOT,^yyQUOT
1816,95,31,CC,^CC
1817,95,32,RB,^RB
1818,95,33,VB,^VB^VB
1819,95,34,AT,^AT
1820,95,35,DEF^NN,^DEF^NN^DEF^NN
1821,95,36,IN,^IN
1822,95,37,NNT,^NNT
1823,95,38,DEF^NN,^DEF^NN
1824,95,39,DEF^P,^DEF^P^DEF^P
1825,95,40,yyDASH,^yyDASH
1826,95,41,JJ,^JJ
1827,95,42,yyQUOT,^yyQUOT
1828,95,43,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP
1829,95,44,yyDOT,^yyDOT
1830,96,1,VB,^VB^VB^VB^VB^VB^VB
1831,96,2,PREPOSITION^NNT,^PREPOSITION^NN^PREPOSITION^NN
1832,96,3,NN,^NNP^NNP^NNP
1833,96,4,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
1834,96,5,JJ,^JJ^JJ^JJ
1835,96,6,yyDOT,^yyDOT
1836,97,1,NN,^NN^NN^NN
1837,97,2,PREPOSITION^DEF^PRP,^PREPOSITION^DEF^PRP^PREPOSITION^DEF^PRP
1838,97,3,yyCM,^yyCM
1839,97,4,REL^RB,^REL^RB^REL^RB
1840,97,5,COP,^COP
1841,97,6,JJ,^JJ^JJ^JJ
1842,97,7,IN,^IN
1843,97,8,NN,^NN^NN^NN
1844,97,9,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
1845,97,10,yyCM,^yyCM
1846,97,11,RB,^RB
1847,97,12,VB,^VB^VB^VB
1848,97,13,RB,^RB
1849,97,14,DTT,^DTT
1850,97,15,NN,^NN
1851,97,16,yyDOT,^yyDOT
1852,98,1,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
1853,98,2,DEF^NN,^DEF^NN^DEF^NN
1854,98,3,DEF^JJ,^DEF^JJ
1855,98,4,POS,^POS
1856,98,5,NNP,^NNP^NNP^NNP^NNP
1857,98,6,MD,^MD^MD
1858,98,7,VB,^VB^VB^VB
1859,98,8,REL^DEF^NN,^REL^DEF^NN^REL^DEF^NN^REL^DEF^NN
1860,98,9,VB,^VB^VB^VB
1861,98,10,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
1862,98,11,NNP,^NNP
1863,98,12,yyCM,^yyCM
1864,98,13,REL^PRP,^REL^PRP
1865,98,14,JJT,^JJT^JJT
1866,98,15,NN,^NN
1867,98,16,JJ,^JJ^JJ^JJ
1868,98,17,CONJ^JJ,^CONJ^JJ^CONJ^JJ^CONJ^JJ^CONJ^JJ^CONJ^JJ
1869,98,18,yyCM,^yyCM
1870,98,19,CONJ^REL^DEF^NN,^CONJ^PREPOSITION^DEF^NN^CONJ^PREPOSITION^DEF^NN^CONJ^PREPOSITION^DEF^NN^CONJ^PREPOSITION^DEF^NN^CONJ^PREPOSITION^DEF^NN
1871,98,20,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
1872,98,21,POS,^POS
1873,98,22,NN,^NNT^NNT
1874,98,23,REL^NN,^NN^NN^NN
1875,98,24,yyCM,^yyCM
1876,98,25,BN,^BN
1877,98,26,NNP,^NNP^NNP^NNP^NNP
1878,98,27,yyCM,^yyCM
1879,98,28,RB,^RB^RB
1880,98,29,RB,^RB
1881,98,30,VB,^VB^VB
1882,98,31,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
1883,98,32,VB,^VB^VB
1884,98,33,NN,^NN^NN^NN
1885,98,34,JJ,^JJ^JJ
1886,98,35,IN,^IN
1887,98,36,NNP,^NNP^NNP^NNP
1888,98,37,NNP,^NNP^NNP^NNP
1889,98,38,yyDOT,^yyDOT
1890,99,1,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1891,99,2,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
1892,99,3,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ
1893,99,4,RB,^RB
1894,99,5,COP,^COP
1895,99,6,NNT,^NNT
1896,99,7,NN,^NN^NN^NN
1897,99,8,JJ,^JJ
1898,99,9,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
1899,99,10,yyDOT,^yyDOT
1900,100,1,NNP,^NNP^NNP
1901,100,2,NNP,^NNP^NNP^NNP
1902,100,3,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
1903,100,4,yyCM,^yyCM
1904,100,5,CONJ^NN,^CONJ^NN^CONJ^NN^CONJ^NN
1905,100,6,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
1906,100,7,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ
1907,100,8,NNP,^NNP^NNP
1908,100,9,NNP,^NNP^NNP
1909,100,10,yyCM,^yyCM
1910,100,11,RB,^RB^RB
1911,100,12,RB,^RB
1912,100,13,VB,^VB^VB
1913,100,14,VB,^VB^VB^VB
1914,100,15,IN,^IN
1915,100,16,DTT,^DTT^DTT
1916,100,17,NN,^NN^NN
1917,100,18,yyCM,^yyCM
1918,100,19,CC,^CC
1919,100,20,VB,^VB^VB
1920,100,21,VB,^VB^VB^VB
1921,100,22,IN,^IN
1922,100,23,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1923,100,24,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ
1924,100,25,yyDOT,^yyDOT
1925,101,1,PRP,^PRP^PRP
1926,101,2,BN,^BN^BN^BN
1927,101,3,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
1928,101,4,yyCM,^yyCM
1929,101,5,CONJ^PRP,^CONJ^PRP^CONJ^PRP^CONJ^PRP
1930,101,6,BN,^BN^BN^BN
1931,101,7,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
1932,101,8,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
1933,101,9,yyDOT,^yyDOT
1934,102,1,PREPOSITION^NNT,^IN
1935,102,2,DEF^NN,^DEF^NN
1936,102,3,DEF^JJ,^DEF^JJ^DEF^JJ
1937,102,4,COP,^COP
1938,102,5,NNP,^NNP^NNP
1939,102,6,P,^P^P
1940,102,7,yyDASH,^yyDASH
1941,102,8,NN,^NN^NN^NN^NN
1942,102,9,BN,^JJ^JJ^JJ
1943,102,10,yyCM,^yyCM
1944,102,11,CONJ^NNP,^CONJ^NNP^CONJ^NNP^CONJ^NNP^CONJ^NNP
1945,102,12,COP,^COP
1946,102,13,NN,^NN^NN
1947,102,14,BN,^JJ^JJ^JJ
1948,102,15,yyDOT,^yyDOT
1949,103,1,NNP,^NNP^NNP
1950,103,2,VB,^VB^VB
1951,103,3,PREPOSITION^DTT,^PREPOSITION^DTT
1952,103,4,NNT,^NNT^NNT^NNT
1953,103,5,NN,^NN^NN
1954,103,6,JJ,^JJ^JJ
1955,103,7,JJ,^JJ^JJ
1956,103,8,yyCM,^yyCM
1957,103,9,CONJ^VB,^CONJ^VB^CONJ^VB^CONJ^VB
1958,103,10,AT,^AT
1959,103,11,DEF^NN,^DEF^NN^DEF^NN
1960,103,12,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
1961,103,13,NNT,^NNT
1962,103,14,NNP,^NNP^NNP^NNP^NNP
1963,103,15,yySCLN,^yySCLN
1964,103,16,NNP,^NNP^NNP^NNP
1965,103,17,VB,^VB^VB
1966,103,18,NN,^NN^NN^NN^NN
1967,103,19,JJ,^JJ^JJ^JJ
1968,103,20,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
1969,103,21,DEF^NN,^DEF^NN
1970,103,22,yyCM,^yyCM
1971,103,23,CONJ^VB,^CONJ^VB^CONJ^VB^CONJ^VB
1972,103,24,PREPOSITION^NNT,^PREPOSITION^NNT
1973,103,25,DEF^NN,^DEF^NN^DEF^NN
1974,103,26,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
1975,103,27,IN,^IN
1976,103,28,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
1977,103,29,IN^DEF^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
1978,103,30,yyDOT,^yyDOT
1979,104,1,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
1980,104,2,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ
1981,104,3,PRP,^CDT^CD
1982,104,4,NN,^NN^NN
1983,104,5,JJ,^JJ^JJ
1984,104,6,yyCM,^yyCM
1985,104,7,CC,^CC
1986,104,8,NN,^NN^NN
1987,104,9,JJ,^JJ^JJ
1988,104,10,yyCM,^yyCM
1989,104,11,PREPOSITION^NN,^PREPOSITION^NN
1990,104,12,RB,^RB
1991,104,13,JJ,^JJ^JJ
1992,104,14,yyDOT,^yyDOT
1993,105,1,PREPOSITION^NN,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
1994,105,2,NN,^NN^NN^NN^NN
1995,105,3,EX,^EX
1996,105,4,NN,^NN^NN^NN^NN^NN
1997,105,5,CONJ^IN,^CONJ^IN^CONJ^IN
1998,105,6,NNT,^NNT
1999,105,7,DEF^NN,^DEF^NN^DEF^NN
2000,105,8,BN,^BN^BN^BN
2001,105,9,RB,^RB
2002,105,10,NN,^NN^NN
2003,105,11,JJ,^JJ^JJ^JJ
2004,105,12,POS,^POS
2005,105,13,NN,^NN^NN^NN
2006,105,14,JJ,^JJ^JJ^JJ^JJ^JJ^JJ^JJ
2007,105,15,yyCM,^yyCM
2008,105,16,NN,^NN^NN^NN
2009,105,17,JJ,^JJ^JJ^JJ^JJ
2010,105,18,POS,^POS
2011,105,19,NNT,^NNT
2012,105,20,DEF^NN,^DEF^NN^DEF^NN
2013,105,21,DEF^JJ,^DEF^JJ
2014,105,22,DEF^JJ,^DEF^JJ
2015,105,23,yyDOT,^yyDOT
2016,106,1,PREPOSITION^NN,^IN
2017,106,2,NNT,^NNT
2018,106,3,DEF^NN,^DEF^NN
2019,106,4,VB,^VB^VB^VB
2020,106,5,NN,^NN^NN^NN
2021,106,6,POS,^POS
2022,106,7,NNP,^NNP^NNP
2023,106,8,NNT,^BNT^BNT
2024,106,9,NN,^NN
2025,106,10,yyCM,^yyCM
2026,106,11,REL^CD,^REL^DTT^REL^CD
2027,106,12,PREPOSITION^NN,^NN^NN^NN^NN
2028,106,13,COP,^COP
2029,106,14,NN,^NN^NN
2030,106,15,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2031,106,16,NN,^NN^NN
2032,106,17,yyDOT,^yyDOT
2033,107,1,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2034,107,2,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
2035,107,3,DEF^P,^DEF^P^DEF^P^DEF^P
2036,107,4,yyDASH,^yyDASH
2037,107,5,JJ,^JJ
2038,107,6,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
2039,107,7,yyCM,^yyCM
2040,107,8,NN,^NN^NN
2041,107,9,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2042,107,10,NN,^NN^NN
2043,107,11,BN,^BN^BN^BN
2044,107,12,AT,^AT
2045,107,13,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
2046,107,14,PREPOSITION^NN,^PREPOSITION^NN
2047,107,15,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
2048,107,16,RB,^RB
2049,107,17,CC,^CC
2050,107,18,COP,^COP
2051,107,19,BN,^BN^BN^BN
2052,107,20,RB,^JJ^JJ^JJ^JJ
2053,107,21,IN,^IN
2054,107,22,NNP,^NNP
2055,107,23,yyDOT,^yyDOT
2056,108,1,NN,^NN^NN
2057,108,2,P,^P^P
2058,108,3,yyDASH,^yyDASH
2059,108,4,JJ,^JJ^JJ
2060,108,5,VB,^VB^VB
2061,108,6,RB,^RB
2062,108,7,CONJ^RB,^CONJ^RB^CONJ^RB^CONJ^RB
2063,108,8,NN,^NN
2064,108,9,VB,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2065,108,10,NN,^NN^NN^NN
2066,108,11,PREPOSITION^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
2067,108,12,yyCM,^yyCM
2068,108,13,REL^BN,^REL^BN^REL^BN^REL^BN^REL^BN
2069,108,14,IN,^IN
2070,108,15,NNT,^NNT^NNT^NNT
2071,108,16,NNT,^NNT^NNT^NNT
2072,108,17,DEF^NN,^DEF^NN
2073,108,18,yyDOT,^yyDOT
2074,109,1,RB,^RB^RB^RB
2075,109,2,yyCM,^yyCM
2076,109,3,NNP,^NNP^NNP
2077,109,4,NNP,^NNP^NNP^NNP
2078,109,5,yyCM,^yyCM
2079,109,6,NN,^NN^NN^NN
2080,109,7,JJ,^JJ^JJ^JJ
2081,109,8,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2082,109,9,DEF^NN,^DEF^NN
2083,109,10,yyCM,^yyCM
2084,109,11,COP,^COP
2085,109,12,CDT,^CDT
2086,109,13,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
2087,109,14,DEF^JJ,^DEF^JJ
2088,109,15,RB,^RB
2089,109,16,POS,^POS
2090,109,17,NN,^NN^NN^NN
2091,109,18,JJ,^JJ^JJ
2092,109,19,PREPOSITION^CDT,^PREPOSITION^CD^PREPOSITION^CD^PREPOSITION^CD
2093,109,20,DEF^NN,^DEF^NN
2094,109,21,DEF^JJ,^DEF^JJ
2095,109,22,yyDOT,^yyDOT
2096,110,1,IN,^IN
2097,110,2,NN,^NN
2098,110,3,JJ,^JJ
2099,110,4,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
2100,110,5,yyCM,^yyCM
2101,110,6,NNP,^NNP^NNP^NNP
2102,110,7,VB,^VB
2103,110,8,CD,^CD
2104,110,9,CD,^CD
2105,110,10,NN,^NN
2106,110,11,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2107,110,12,NN,^NN
2108,110,13,JJ,^JJ^JJ^JJ
2109,110,14,P,^P^P
2110,110,15,yyDASH,^yyDASH
2111,110,16,JJ,^JJ^JJ
2112,110,17,PREPOSITION^DTT,^PREPOSITION^DTT
2113,110,18,NNT,^NNT^NNT^NNT
2114,110,19,NNP,^NNP^NNP^NNP^NNP
2115,110,20,yyDOT,^yyDOT
2116,111,1,NNP,^NNP^NNP
2117,111,2,VB,^VB
2118,111,3,RB,^RB
2119,111,4,CD,^CD
2120,111,5,CD,^CD
2121,111,6,yyDOT,^yyDOT
2122,112,1,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD
2123,112,2,VB,^VB^VB^VB
2124,112,3,NNT,^NN^NN^NN^NN
2125,112,4,NNP,^NNP^NNP^NNP^NNP^NNP
2126,112,5,NNP,^NNP^NNP
2127,112,6,NNP,^NNP^NNP^NNP
2128,112,7,AT,^AT
2129,112,8,NNP,^NNP^NNP^NNP
2130,112,9,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD
2131,112,10,PREPOSITION^CD,^PREPOSITION^CD^PREPOSITION^CD^PREPOSITION^CD
2132,112,11,CC,^CC
2133,112,12,CD,^CD^CD
2134,112,13,NN,^NN^NN^NN^NN
2135,112,14,yyCM,^yyCM
2136,112,15,REL^VB,^REL^VB^REL^VB^REL^VB^REL^VB
2137,112,16,IN,^IN
2138,112,17,yyQUOT,^yyQUOT
2139,112,18,NN,^NN
2140,112,19,JJ,^JJ
2141,112,20,yyQUOT,^yyQUOT
2142,112,21,yyDOT,^yyDOT
2143,113,1,PRP,^RB
2144,113,2,COP,^COP^COP
2145,113,3,NN,^NN^NN^NN^NN
2146,113,4,RB,^RB
2147,113,5,yyDASH,^yyDASH
2148,113,6,JJ,^JJ^JJ^JJ
2149,113,7,yyCM,^yyCM
2150,113,8,CONJ^EX,^CONJ^EX^CONJ^EX
2151,113,9,NN,^NN^NN
2152,113,10,REL^VB,^REL^VB^REL^VB^REL^VB
2153,113,11,IN^S_PRN,^IN^S_PRN
2154,113,12,RB,^RB
2155,113,13,yyDOT,^yyDOT
2156,114,1,CC,^RB
2157,114,2,yyDASH,^yyDASH
2158,114,3,IN,^IN
2159,114,4,yyDASH,^yyDASH
2160,114,5,NNT,^NNT
2161,114,6,yyDASH,^yyDASH
2162,114,7,PRP,^RB
2163,114,8,yyCM,^yyCM
2164,114,9,NN,^REL^NN^REL^NN^REL^NN^REL^NN
2165,114,10,P,^P^P
2166,114,11,yyDASH,^yyDASH
2167,114,12,JJ,^JJ^JJ
2168,114,13,PREPOSITION^NNP,^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP^PREPOSITION^NNP
2169,114,14,VB,^VB^VB^VB
2170,114,15,RB,^RB^RB^RB
2171,114,16,AT,^AT
2172,114,17,NN,^NN^NN
2173,114,18,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2174,114,19,NN,^NN^NN
2175,114,20,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2176,114,21,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
2177,114,22,yyCM,^yyCM
2178,114,23,REL^NNP,^REL^NNP^REL^NNP^REL^NNP^REL^NNP
2179,114,24,VB,^VB^VB
2180,114,25,IN,^IN
2181,114,26,NNP,^NNP^NNP
2182,114,27,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN
2183,114,28,BN,^BN^BN^BN
2184,114,29,POS,^POS
2185,114,30,CD,^CD
2186,114,31,NN,^NN
2187,114,32,yyDOT,^yyDOT
2188,115,1,PRP,^PRP
2189,115,2,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
2190,115,3,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
2191,115,4,DEF^JJ,^DEF^CD
2192,115,5,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT
2193,115,6,NNP,^NNP^NNP
2194,115,7,REL^BN,^REL^BN^REL^BN^REL^BN
2195,115,8,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2196,115,9,NN,^NN^NN^NN
2197,115,10,CD,^CD^CD
2198,115,11,yyDOT,^yyDOT
2199,116,1,PRP,^PRP
2200,116,2,RB,^RB
2201,116,3,BN,^BN^BN
2202,116,4,yyCM,^yyCM
2203,116,5,REL^IN,^REL^IN^REL^IN
2204,116,6,NN,^NN^NN^NN
2205,116,7,PREPOSITION^NN,^PREPOSITION^NN
2206,116,8,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2207,116,9,NN,^NN^NN
2208,116,10,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ
2209,116,11,yyCM,^yyCM
2210,116,12,VB,^VB^VB^VB
2211,116,13,VB,^VB^VB
2212,116,14,DTT,^DTT
2213,116,15,NN,^NN
2214,116,16,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2215,116,17,NNT,^NNT
2216,116,18,DEF^NN,^DEF^NN
2217,116,19,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
2218,116,20,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ
2219,116,21,yyCM,^yyCM
2220,116,22,REL^IN^S_PRN,^REL^IN^S_PRN^REL^IN^S_PRN^REL^IN^S_PRN^REL^IN^S_PRN
2221,116,23,RB,^EX
2222,116,24,NN,^NN^NN^NN^NN^NN
2223,116,25,JJ,^JJ^JJ
2224,116,26,MD,^MD^MD
2225,116,27,VB,^VB^VB
2226,116,28,yyDOT,^yyDOT
2227,117,1,NN,^JJ^JJ
2228,117,2,IN,^IN
2229,117,3,NNP,^NNP^NNP^NNP
2230,117,4,yyCM,^yyCM
2231,117,5,REL^VB,^REL^VB^REL^VB^REL^VB^REL^VB
2232,117,6,RB,^RB
2233,117,7,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
2234,117,8,IN,^IN^IN
2235,117,9,NNT,^NNT
2236,117,10,NNT,^NNT^NNT^NNT
2237,117,11,DEF^NN,^DEF^NN
2238,117,12,yyDOT,^yyDOT
2239,118,1,NNT,^NNT^NNT^NNT
2240,118,2,NNT,^NNT^NNT
2241,118,3,DEF^NN,^DEF^NN^DEF^NN
2242,118,4,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
2243,118,5,VB,^VB^VB
2244,118,6,RB,^RB^RB^RB
2245,118,7,REL^DEF^NN,^REL^DEF^NN^REL^DEF^NN^REL^DEF^NN^REL^DEF^NN
2246,118,8,VB,^VB^VB
2247,118,9,NN,^NN^NN^NN
2248,118,10,JJ,^JJ^JJ^JJ
2249,118,11,POS,^POS
2250,118,12,CD,^CD
2251,118,13,NN,^NN^NN^NN
2252,118,14,yyCM,^yyCM
2253,118,15,BN,^JJ
2254,118,16,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
2255,118,17,DEF^JJ,^DEF^JJ^DEF^JJ
2256,118,18,yyCM,^yyCM
2257,118,19,PREPOSITION^DTT,^PREPOSITION^DTT
2258,118,20,NN,^NN
2259,118,21,REL^VB,^REL^VB^REL^VB^REL^VB
2260,118,22,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2261,118,23,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
2262,118,24,IN,^IN
2263,118,25,CD,^CD
2264,118,26,NN,^NN
2265,118,27,RB,^RB
2266,118,28,yyDOT,^yyDOT
2267,119,1,NNT,^NNT^NNT
2268,119,2,NNT,^NNT^NNT
2269,119,3,DEF^NN,^DEF^NN^DEF^NN
2270,119,4,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ^DEF^JJ
2271,119,5,yyCM,^yyCM
2272,119,6,NNP,^NNP
2273,119,7,NNP,^NNP^NNP
2274,119,8,yyCM,^yyCM
2275,119,9,VB,^VB^VB
2276,119,10,REL^DEF^NN,^REL^DEF^NN^REL^DEF^NN^REL^DEF^NN
2277,119,11,VB,^VB^VB^VB^VB
2278,119,12,IN,^IN^IN^IN
2279,119,13,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
2280,119,14,PREPOSITION^NNT,^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT^PREPOSITION^NNT
2281,119,15,NN,^NN^NN^NN
2282,119,16,REL^BN,^REL^BN^REL^BN^REL^BN
2283,119,17,RB,^RB
2284,119,18,RB,^RB^RB
2285,119,19,CONJ^VB,^CONJ^VB^CONJ^VB^CONJ^VB^CONJ^VB
2286,119,20,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN
2287,119,21,DEF^JJ,^DEF^JJ
2288,119,22,yyCM,^yyCM
2289,119,23,TEMP^DEF^NN,^TEMP^DEF^NN^TEMP^DEF^NN^TEMP^DEF^NN^TEMP^DEF^NN
2290,119,24,COP,^COP
2291,119,25,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN^PREPOSITION^NN
2292,119,26,yyCM,^yyCM
2293,119,27,RB,^RB
2294,119,28,CC,^IN
2295,119,29,NNT,^NNT^NNT^NNT
2296,119,30,NN,^NN^NN
2297,119,31,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
2298,119,32,yyDOT,^yyDOT
2299,120,1,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN
2300,120,2,COP,^COP
2301,120,3,BN,^BN^BN^BN
2302,120,4,REL^VB,^REL^VB^REL^VB^REL^VB^REL^VB
2303,120,5,VB,^VB^VB^VB
2304,120,6,NN,^DTT
2305,120,7,JJ,^NN^NN^NN
2306,120,8,POS,^POS
2307,120,9,NN,^NN^NN
2308,120,10,JJ,^JJ^JJ
2309,120,11,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
2310,120,12,yyCM,^yyCM
2311,120,13,IN,^IN
2312,120,14,DEF^NN,^DEF^NN^DEF^NN^DEF^NN
2313,120,15,DEF^JJ,^DEF^JJ^DEF^JJ^DEF^JJ
2314,120,16,REL^BN,^REL^BN^REL^BN^REL^BN
2315,120,17,PREPOSITION^NN,^PREPOSITION^NN^PREPOSITION^NN
2316,120,18,PRP,^PRP
2317,120,19,RB,^RB
2318,120,20,IN,^IN
2319,120,21,NNT,^NNT^NNT
2320,120,22,DEF^NN,^DEF^NN^DEF^NN^DEF^NN^DEF^NN^DEF^NN
2321,120,23,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
2322,120,24,yyDOT,^yyDOT
2323,121,1,PREPOSITION^DEF^NN,^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN^PREPOSITION^DEF^NN
2324,121,2,DEF^JJ,^DEF^JJ
2325,121,3,VB,^VB^VB
2326,121,4,NNT,^NNT^NNT^NNT^NNT
2327,121,5,NNT,^NNT^NNT^NNT^NNT
2328,121,6,DEF^NN,^DEF^NN^DEF^NN
